round,O2,d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,pH,sodium_chloride,potassium_chloride,mme_trace_minerals,urea,ammonium_chloride,experiment_number,delta_od
1,1,0.616840959,1.041881442,0.975280702,2.868212879,1.57850787,5,96.01528198,24.3473351,0.340711594,0.24926731,0.671702385,65,0.16
1,1,3.520233154,2.506091833,0.433702201,3.137676001,1.405506134,9,121.4949414,108.9364216,0.492559314,0.408458173,0.786837757,2,0.159
1,1,0.779668748,0.950450242,0.176958933,7.711184263,2.097078115,9,45.5285199,73.00262153,0.150502935,0.165039167,0.705283642,81,0.131
1,1,1.070004463,3.134516716,0.201889232,3.831982613,2.364352196,7,98.39680046,82.26255327,0.770601988,0.119357824,0.54054898,100,0.129
1,1,0.665154636,1.906830192,0.00779994,3.524128318,0.393352099,7,75.30752569,121.4663908,0.038665172,0.207069188,0.136907622,33,0.125
1,1,0.365292162,1.8158952,1.650395989,11.44611883,0.693054125,7,15.48836939,8.39199964,0.879033446,0.026873065,0.121860206,89,0.124
1,1,1.848940015,1.101262569,0.235279262,0.733328193,0.803736746,7,23.57306331,74.86168295,0.122582361,0.472028017,0.743225634,5,0.12
1,1,2.357589722,3.692716599,1.130292058,1.539020598,2.307434082,9,38.42305765,118.7661663,0.944552958,0.012340501,0.466336638,78,0.114
1,1,1.959402084,2.625994444,0.291990459,2.146693468,0.564283207,9,111.0848561,62.22057715,0.739430785,0.131547138,0.304445803,92,0.109
1,1,2.071516037,3.946959496,0.171197265,5.72187674,0.607407019,7,58.92114714,51.56803504,0.064718045,0.103137068,0.577012599,30,0.103
1,1,1.041174531,0.474066556,0.740225852,0.272222891,0.161053762,7,33.6195901,66.09258801,0.225370571,0.301643223,0.942100883,93,0.102
1,1,3.380331993,3.014186859,0.08630342,2.934734344,0.666229129,7,102.9479578,3.934471868,0.023760298,0.342584163,0.058585253,58,0.095
1,1,1.344452858,3.380151749,1.223240376,0.538274646,0.316423811,5,124.8156652,24.83826876,0.14101088,0.030299405,0.432489663,52,0.093
1,1,3.412231445,1.88385725,1.276002645,7.951089621,0.031661419,9,117.2156781,12.61194609,0.414095938,0.034266245,0.555122852,71,0.088
1,1,0.031049598,0.160988539,1.446877003,5.138314962,0.487441123,7,65.5021295,88.59389275,0.565306306,0.075910419,0.001158546,73,0.081
1,1,0.386604279,3.826751709,0.056326687,0.994119912,1.32896781,7,48.81576076,98.59286994,0.827184141,0.325600892,0.090469562,72,0.079
1,1,2.715560913,0.822733164,0.035001181,9.545919657,0.943354964,9,34.3860127,26.34794451,0.897771358,0.388635963,0.187795863,11,0.07
1,1,3.016964674,0.97343123,1.414461136,3.290157437,2.478300035,7,26.87477507,56.92567304,0.271005213,0.091916166,0.100061357,55,0.064
1,1,3.367780209,1.00333786,1.746045113,10.47687864,1.355939507,7,85.25031805,101.9479632,0.20652993,0.007937185,0.026920846,39,0.036
1,1,1.149491787,3.753678799,0.796811163,1.857707262,1.210662872,5,73.78625125,47.55992815,0.607837319,0.079158537,0.01015698,4,0.032
1,1,1.485168695,2.223039389,0.12153627,8.909285545,0.125991507,9,7.081225514,96.29914165,0.914619803,0.007022936,0.116706014,20,0.019
1,1,1.238841176,0.608441591,0.270197093,5.428808212,1.499984562,5,12.82338053,38.21910545,0.404006422,0.281097084,0.475910842,61,0.006
1,1,3.872511625,3.470324993,0.733914137,10.2830143,2.431126535,5,47.51576111,60.19099429,0.061155442,0.488758832,0.836302102,18,0.004
1,1,1.262935042,0.228063717,1.718600512,4.45508945,1.894803494,5,56.03266135,14.6420002,0.847389638,0.32995528,0.085865714,13,0.004
1,1,0.414750189,1.19629252,1.370430589,6.102748632,2.022213936,5,31.8014659,105.5632681,0.749347687,0.047555976,0.592940688,57,0
1,1,3.727879047,0.511539638,1.780947685,7.685632467,0.635277107,5,64.73457813,3.84297315,0.300084859,0.238937706,0.755692184,31,0
1,1,1.792494416,0.637608767,1.884107113,9.600934267,2.413699776,5,78.00613344,81.86599612,0.560567319,0.45347029,0.273118049,69,0
2,0,4,3.6,2,8.4,2,7,12.5,12.5,0.9,0.4,0.8,40,0.888
2,0,4,3.6,2,8.4,2,7,25,12.5,0.9,0.4,0.8,99,0.828
2,0,4,3.6,1.8,10.8,2.25,7,25,0,0.9,0.45,0.9,92,0.822
2,0,3.6,3.6,2,9.6,2,7,12.5,12.5,1,0.5,1,88,0.79
2,1,4,3.6,2,12,2.25,7,0,0,0.9,0.5,0.9,39,0.79
2,0,3.6,4,2,9.6,2.25,7,0,25,1,0.5,0.9,100,0.784
2,0,3.6,3.6,2,10.8,2,7,12.5,12.5,0.9,0.5,0.9,77,0.782
2,0,4,3.6,1.8,10.8,2.25,7,25,0,0.9,0.5,0.9,33,0.746
2,1,4,4,2,9.6,2.25,7,12.5,0,0.9,0.5,1,60,0.737
2,1,4,3.6,2,10.8,2.5,9,12.5,0,0.9,0.5,1,47,0.734
2,1,4,3.6,1.8,12,2.5,7,12.5,12.5,0.7,0.45,1,41,0.725
2,1,4,4,2,9.6,2.25,7,0,0,0.9,0.5,1,10,0.722
2,0,3.2,3.2,2,9.6,1.25,7,75,0,1,0.5,0.9,82,0.713
2,0,4,3.6,2,12,2.25,7,0,0,0.9,0.5,0.9,98,0.708
2,0,3.2,3.6,1,10.8,2,7,12.5,37.5,0.7,0.4,1,12,0.671
2,1,3.2,2.8,1.8,8.4,1.75,7,50,50,0.9,0.35,0.8,18,0.665
2,1,3.2,2.8,1.8,8.4,1.5,7,50,50,0.9,0.35,0.8,79,0.663
2,1,3.2,4,2,12,2.5,9,0,0,1,0.5,1,52,0.656
2,1,4,3.6,2,10.8,2.5,9,37.5,0,0.9,0.5,0.9,44,0.645
2,1,3.6,4,2,12,2.5,9,0,0,1,0.5,1,35,0.64
2,1,4,4,1.8,12,2.25,7,12.5,12.5,1,0.5,0.9,64,0.628
2,1,4,4,2,12,2.5,9,0,25,0.8,0.45,1,70,0.618
2,1,4,2.8,1.8,12,2,9,25,25,0.9,0.4,1,43,0.614
2,1,4,2.8,1.6,12,2,9,25,25,0.9,0.4,1,62,0.609
2,0,3.2,3.6,1.2,7.2,1.75,7,12.5,25,0.9,0.5,0.7,42,0.609
2,0,3.2,3.6,1.8,10.8,2.25,7,25,25,0.9,0.4,0.6,15,0.6
2,1,1.6,2.8,1.8,10.8,2.25,9,25,0,0.6,0.4,1,74,0.599
2,0,3.2,3.6,1,7.2,1.75,7,12.5,25,0.9,0.5,0.7,56,0.592
2,0,2.8,3.6,0.8,12,1.75,7,12.5,50,0.8,0.35,1,7,0.59
2,0,2.8,3.2,2,10.8,2.25,9,12.5,0,1,0.35,0.9,30,0.59
2,0,2.4,2,1.6,8.4,2.25,7,12.5,50,0.9,0.4,1,59,0.585
2,1,4,3.6,2,10.8,2.5,9,37.5,12.5,0.9,0.5,0.9,63,0.585
2,1,4,4,2,12,2.5,9,0,12.5,0.8,0.45,1,5,0.574
2,0,2,1.2,1.2,6,1.5,7,50,112.5,0.8,0.4,0.8,36,0.568
2,1,4,4,1.8,12,2.5,9,12.5,12.5,1,0.5,1,72,0.567
2,1,1.6,3.2,1.8,10.8,2.25,9,25,0,0.6,0.4,1,11,0.563
2,1,3.6,4,2,12,2.5,9,0,0,1,0.5,1,32,0.56
2,0,3.6,3.6,2,10.8,2,7,12.5,12.5,1,0.5,0.9,16,0.553
2,0,3.6,3.6,2,10.8,2.5,9,0,0,0.9,0.5,0.9,4,0.553
2,1,4,4,1.8,12,2.25,7,0,12.5,1,0.5,0.9,3,0.551
2,1,4,3.6,2,10.8,2.5,9,12.5,0,0.8,0.5,1,90,0.546
2,0,4,4,1.8,12,2.5,9,0,0,1,0.5,1,61,0.544
2,1,4,4,2,12,2.5,9,12.5,12.5,1,0.5,1,8,0.542
2,0,4,4,2,12,2.5,9,0,0,1,0.5,1,87,0.537
2,0,3.6,4,2,9.6,2.25,7,0,12.5,1,0.5,0.9,48,0.534
2,1,3.6,4,2,12,2.25,9,0,0,1,0.5,0.9,83,0.531
2,1,4,4,2,12,2.5,9,0,0,1,0.5,1,65,0.522
2,1,3.6,4,2,12,2.5,9,0,0,0.9,0.5,1,94,0.52
2,0,2.4,2,1.6,8.4,2.25,9,12.5,50,0.9,0.4,1,46,0.514
2,0,2.8,3.2,2,10.8,2.25,9,12.5,12.5,1,0.35,0.9,89,0.509
2,1,4,4,2,12,2.5,9,0,0,1,0.5,1,66,0.501
2,1,4,4,2,12,2.25,9,0,0,1,0.5,0.9,25,0.501
2,0,3.6,3.6,2,10.8,2.5,9,0,0,0.8,0.5,0.9,69,0.498
2,1,4,4,2,12,2.5,7,0,25,0.9,0.5,1,1,0.496
2,0,3.2,3.6,1.8,10.8,2.25,7,25,25,0.9,0.4,0.5,76,0.472
2,0,4,3.6,2,12,2.5,9,0,12.5,1,0.5,1,57,0.468
2,0,3.2,3.2,2,9.6,1.25,9,75,0,1,0.5,0.9,23,0.468
2,1,4,4,1.8,12,2.5,9,0,0,1,0.5,1,17,0.467
2,0,4,3.6,2,12,2.5,9,0,0,1,0.4,1,96,0.432
2,1,4,3.6,2,12,2.5,9,0,0,1,0.4,1,37,0.427
2,0,1.6,1.2,1.2,6,1.5,7,50,112.5,0.8,0.4,0.8,95,0.36
2,1,4,2.8,1.4,8.4,2,5,25,12.5,0.7,0.5,1,24,0.195
2,0,3.2,2.8,1.8,10.8,1.75,5,62.5,50,0.6,0.35,0.9,28,0.141
2,0,3.2,3.2,1.8,10.8,2,5,25,37.5,0.8,0.4,0.6,53,0.129
2,0,2,3.2,1.4,10.8,2.5,5,12.5,37.5,0.9,0.35,0.7,38,0.119
2,0,1.6,1.6,0.6,6,0.25,5,125,125,0,0.4,0.7,58,0.003
2,0,3.2,3.2,1.8,9.6,2.25,5,12.5,12.5,0.8,0.5,1,20,0.002
2,0,2.4,3.6,1.6,9.6,1.75,5,0,0,0.9,0.35,1,22,0.0019999999999999
2,1,2.8,3.2,1.2,8.4,2.5,5,62.5,25,0.9,0.3,0.4,93,0.001
2,0,2.4,3.2,1.4,9.6,2.5,5,50,25,0.4,0.4,0.9,68,0.001
2,0,3.2,3.2,1.6,10.8,1.25,5,12.5,37.5,0.8,0.45,0.7,84,0.001
2,0,3.2,3.2,1.8,9.6,2.25,5,12.5,12.5,0.7,0.5,1,80,0.001
2,0,2.4,3.6,1.6,9.6,1.75,5,0,0,0.9,0.3,1,55,0.001
2,0,2.8,2,1.4,9.6,1.5,5,75,62.5,0.3,0.3,0.7,45,0
2,0,2.8,2,1.4,9.6,1.5,5,75,62.5,0.3,0.3,0.6,78,0
2,0,2,4,1.8,12,2.25,5,50,50,0.6,0.45,0.9,75,0
2,0,2,3.2,1.4,10.8,2.5,5,12.5,50,0.9,0.35,0.7,97,0
2,0,4,2.4,1.6,10.8,2.5,5,12.5,25,0.8,0.45,0.9,21,0
2,1,4,2.8,1.2,8.4,2,5,25,12.5,0.7,0.5,1,54,0
2,0,1.6,1.6,0.6,6,0.25,5,125,112.5,0,0.4,0.7,31,0
2,0,2.4,4,1.8,12,2.25,5,50,50,0.6,0.45,0.9,13,0
2,1,2.8,3.2,1.4,8.4,2.5,5,62.5,25,0.9,0.3,0.4,34,0
2,0,3.6,3.2,1.6,10.8,1.25,5,12.5,37.5,0.8,0.45,0.7,26,0
2,1,4,4,2,12,2.5,5,0,25,0.9,0.5,1,67,0
2,0,2.4,3.2,1.4,9.6,2.5,5,50,25,0.5,0.4,0.9,2,0
2,0,3.2,3.2,1.8,10.8,2,5,25,25,0.8,0.4,0.6,19,0
2,0,2.4,3.2,0.2,4.8,1.75,5,25,12.5,0.5,0.2,0.6,85,0
2,0,2.8,2.8,1.8,10.8,1.75,5,62.5,50,0.6,0.35,0.9,86,0
2,1,4,3.6,1.8,12,2.5,5,12.5,12.5,0.7,0.45,1,50,0
2,0,2.4,3.2,0.4,4.8,1.75,5,25,12.5,0.5,0.2,0.6,27,0
2,0,3.6,2.4,1.6,10.8,2.5,5,12.5,25,0.8,0.45,0.9,81,0
2,0,3.2,3.6,1,10.8,2,5,12.5,37.5,0.7,0.4,1,49,0
2,0,2.8,3.6,0.8,12,1.75,5,12.5,50,0.8,0.35,1,71,0
3,0,3.2,3.6,2,8.4,2.25,9,0,0,1,0.5,0.9,11,0.779
3,0,3.6,3.6,2,12,2,9,12.5,0,0.7,0.5,0.8,71,0.766
3,0,2,2.8,2,8.4,2.25,7,37.5,25,0.9,0.25,0.6,88,0.7
3,0,3.2,3.6,2,7.2,2.25,9,0,0,1,0.5,0.9,79,0.682
3,1,3.2,3.2,2,9.6,2.25,9,25,0,0.9,0.5,0.8,72,0.66
3,0,3.2,2.4,1.6,4.8,2,7,50,37.5,0.9,0.25,0.8,41,0.615
3,1,3.2,3.6,2,9.6,2.25,9,25,0,0.9,0.5,0.8,10,0.615
3,0,3.2,3.6,1.8,8.4,2,9,25,37.5,0.6,0.5,0.8,86,0.612
3,0,2.8,4,1.4,8.4,2,9,0,0,0.6,0.35,1,73,0.611
3,0,3.2,2.4,2,7.2,2.5,9,25,75,0.7,0.35,0.4,94,0.61
3,0,2,3.2,1.2,7.2,2.25,9,25,12.5,0.9,0.25,0.7,81,0.609
3,0,4,3.2,1.6,8.4,2.5,9,0,25,0.9,0.35,0.6,14,0.595
3,0,3.2,3.6,1.8,8.4,2.25,9,25,37.5,0.6,0.5,0.8,27,0.591
3,0,2,1.6,1.2,9.6,1.75,9,25,12.5,0.8,0.3,0.6,23,0.586
3,0,4,3.6,2,9.6,1.75,9,0,12.5,0.7,0.4,0.7,60,0.567
3,0,2,1.6,1.2,9.6,1.75,9,37.5,12.5,0.8,0.3,0.6,83,0.566
3,0,3.2,3.6,1.6,10.8,2,9,25,0,1,0.5,0.9,5,0.559
3,0,4,3.6,2,9.6,2,9,0,12.5,0.7,0.4,0.7,9,0.558
3,0,3.6,3.6,1.6,10.8,2.25,9,25,0,0.8,0.45,0.8,7,0.546
3,0,2.8,2.8,1.2,9.6,1.25,9,12.5,12.5,0.9,0.25,0.6,68,0.545
3,0,2.8,4,1.4,7.2,1.5,5,50,25,0.7,0.2,0.3,17,0.543
3,0,3.6,3.2,1.6,10.8,2,9,0,0,0.8,0.4,0.8,1,0.541
3,0,3.6,3.6,2,12,2.25,9,12.5,0,0.7,0.5,0.8,3,0.54
3,0,2.8,2,1.4,6,1.75,7,100,12.5,0.4,0.35,0.6,21,0.533
3,0,3.2,2.8,2,7.2,2.5,9,25,75,0.7,0.35,0.4,51,0.53
3,0,3.6,3.2,1.6,10.8,2,9,0,12.5,0.8,0.4,0.8,70,0.527
3,0,2.4,3.6,1.6,9.6,1.75,7,12.5,25,0.7,0.35,0.9,74,0.522
3,0,3.2,3.6,1.6,10.8,2,9,25,0,0.9,0.5,0.9,65,0.519
3,0,2,3.2,0.8,9.6,1.75,9,37.5,25,0.5,0.3,0.6,56,0.518
3,0,4,3.6,1.4,9.6,1.25,7,62.5,50,0.8,0.35,0.6,75,0.514
3,0,2.8,2,1.4,6,1.75,7,100,12.5,0.4,0.35,0.5,82,0.51
3,1,2.4,2.4,1.6,9.6,1.5,9,50,0,0.9,0.45,0.8,100,0.503
3,0,3.2,3.6,1.6,8.4,2,7,50,25,0.9,0.2,0.6,15,0.49
3,0,3.2,2,1.2,7.2,2.5,9,25,50,0.4,0.45,0.6,62,0.488
3,1,2.4,2.4,1.8,8.4,1.75,7,37.5,0,0.7,0.45,0.3,24,0.484
3,0,2.8,2.4,1.6,4.8,0.75,7,25,25,0.7,0.2,0.7,89,0.48
3,1,2.4,2.8,1.6,9.6,1.5,9,50,0,0.9,0.45,0.8,35,0.478
3,0,2.8,2.8,1.4,9.6,1.5,7,62.5,12.5,0.7,0.3,0.9,36,0.477
3,0,3.6,3.6,1.6,10.8,2.25,9,25,12.5,0.8,0.45,0.8,80,0.476
3,0,2.8,2.4,1,9.6,1.5,7,25,25,0.6,0.35,0.8,67,0.473
3,0,4,2.8,1.6,8.4,2.5,9,0,25,0.9,0.35,0.6,58,0.472
3,0,2.8,4,1.4,8.4,2,9,0,0,0.6,0.4,1,53,0.472
3,0,2.8,2.8,1.4,10.8,2,7,37.5,0,0.4,0.35,0.5,18,0.469
3,0,2.4,3.2,1.2,7.2,2.25,9,25,12.5,0.9,0.25,0.7,19,0.466
3,0,2.8,2.8,1.4,9.6,1.5,7,62.5,12.5,0.7,0.3,0.8,101,0.462
3,0,3.6,2.4,1,9.6,1.75,9,25,0,0.8,0.45,0.8,13,0.461
3,0,2.8,2.8,1,9.6,1.75,9,12.5,12.5,0.8,0.35,0.6,4,0.46
3,0,0.4,2.8,1.6,6,2,7,37.5,62.5,0.7,0.5,0.9,98,0.46
3,1,2.4,2.4,1.8,7.2,1.75,7,37.5,0,0.7,0.45,0.3,61,0.459
3,0,2.8,3.2,1.6,8.4,2,7,62.5,12.5,0.7,0.45,0.9,99,0.458
3,0,2.8,2.4,1,9.6,1.5,7,25,12.5,0.6,0.35,0.8,12,0.458
3,0,2.8,2.8,1,9.6,1.75,9,12.5,25,0.8,0.35,0.6,57,0.455
3,0,3.2,2,1.4,7.2,1.75,9,37.5,12.5,0.4,0.15,0.7,85,0.454
3,0,3.6,2.4,1,9.6,1.5,9,25,0,0.8,0.45,0.8,64,0.448
3,0,4,3.6,1.4,9.6,1.25,7,62.5,50,0.8,0.4,0.6,48,0.446
3,0,3.2,2.8,1.2,7.2,1.75,7,25,12.5,0.8,0.3,0.6,8,0.439
3,0,3.2,4,1,9.6,1.75,7,37.5,12.5,0.7,0.4,0.6,20,0.435
3,0,3.2,2.8,1.2,7.2,1.75,7,25,25,0.8,0.3,0.6,84,0.43
3,0,3.2,2,1.4,7.2,1.75,9,37.5,12.5,0.4,0.2,0.7,26,0.427
3,0,2.4,3.6,1.6,9.6,1.75,7,12.5,12.5,0.7,0.35,0.9,2,0.427
3,1,2.8,2.8,1.6,9.6,2.5,7,37.5,12.5,0.7,0.25,0.8,77,0.422
3,0,3.2,3.6,1.6,8.4,1.75,7,50,25,0.9,0.2,0.6,76,0.42
3,0,2,3.2,2,8.4,2.25,7,37.5,25,0.9,0.25,0.6,28,0.417
3,0,3.2,2,1.4,7.2,2.5,9,25,50,0.4,0.45,0.6,54,0.415
3,0,0.4,2.8,1.6,6,2,7,37.5,50,0.7,0.5,0.9,52,0.413
3,0,3.2,2.8,1.4,8.4,2.25,7,37.5,25,0.9,0.4,0.7,87,0.404
3,0,3.2,4,1,9.6,1.75,7,37.5,12.5,0.7,0.4,0.5,66,0.403
3,0,2.8,2.8,1.4,10.8,2,7,37.5,0,0.4,0.3,0.5,78,0.397
3,0,2.8,3.2,1.4,2.4,0.75,5,50,75,0.7,0.3,0.7,31,0.387
3,0,3.2,3.2,0.6,7.2,1,7,12.5,62.5,0.7,0.35,0.7,95,0.38
3,0,2.8,3.2,1.6,8.4,2.25,7,62.5,12.5,0.7,0.45,0.9,34,0.378
3,0,3.2,3.2,0.6,7.2,1,7,12.5,50,0.7,0.35,0.7,50,0.378
3,0,3.2,2.8,1.4,8.4,2.25,7,37.5,12.5,0.9,0.4,0.7,22,0.368
3,1,2.8,2.8,1.6,9.6,2.5,7,37.5,12.5,0.7,0.3,0.8,46,0.362
3,0,2.8,3.2,1.4,1.2,0.75,5,50,75,0.7,0.3,0.7,93,0.35
3,0,3.2,2,1.6,4.8,2,7,50,37.5,0.9,0.25,0.8,105,0.338
3,0,2.8,2.4,1.6,4.8,0.75,7,25,25,0.7,0.25,0.7,29,0.333
3,0,2.8,3.2,0.8,4.8,1,5,37.5,62.5,0.8,0.4,0.3,96,0.282
3,0,2,3.2,0.8,9.6,1.75,9,25,25,0.5,0.3,0.6,16,0.232
