feature,bad,plate_control,plate_blank,parent_plate,experiment_number,strain,environment
0.0,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,75,P_putida_AG5577,pH5
0.0010000000000000009,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,55,P_putida_AG5577,pH5
0.0,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,78,P_putida_AG5577,pH5
0.0010000000000000009,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,80,P_putida_AG5577,pH5
0.0,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,45,P_putida_AG5577,pH5
0.0010000000000000009,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH5
-0.00399999999999999,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,27,P_putida_AG5577,pH5
-0.0010000000000000009,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,26,P_putida_AG5577,pH5
-0.006999999999999992,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,49,P_putida_AG5577,pH5
0.11900000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,38,P_putida_AG5577,pH5
0.114,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH5
-0.0020000000000000018,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,85,P_putida_AG5577,pH5
0.009999999999999995,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH5
0.129,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,53,P_putida_AG5577,pH5
0.0,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,54,P_putida_AG5577,pH5
-0.0030000000000000027,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,50,P_putida_AG5577,pH5
0.008999999999999994,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH5
0.008999999999999994,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH5
0.534,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,48,P_putida_AG5577,pH7
0.551,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,3,P_putida_AG5577,pH7
0.018000000000000002,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.781,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.05200000000000002,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.49599999999999994,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,1,P_putida_AG5577,pH7
0.5900000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,7,P_putida_AG5577,pH7
0.011999999999999997,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.665,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,18,P_putida_AG5577,pH7
0.8280000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,99,P_putida_AG5577,pH7
0.008999999999999994,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.663,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,79,P_putida_AG5577,pH7
0.04100000000000001,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.553,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,16,P_putida_AG5577,pH7
0.737,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,60,P_putida_AG5577,pH7
0.5680000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,36,P_putida_AG5577,pH7
0.722,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,10,P_putida_AG5577,pH7
0.79,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,88,P_putida_AG5577,pH7
0.8220000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,92,P_putida_AG5577,pH7
0.6,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,15,P_putida_AG5577,pH7
0.49199999999999994,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.7130000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,82,P_putida_AG5577,pH7
0.7080000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,98,P_putida_AG5577,pH7
0.47200000000000003,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,76,P_putida_AG5577,pH7
0.782,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,77,P_putida_AG5577,pH7
0.725,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,41,P_putida_AG5577,pH7
0.36,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,95,P_putida_AG5577,pH7
0.79,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,39,P_putida_AG5577,pH7
0.5920000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,56,P_putida_AG5577,pH7
0.784,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,100,P_putida_AG5577,pH7
0.671,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,12,P_putida_AG5577,pH7
0.746,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,33,P_putida_AG5577,pH7
0.628,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,64,P_putida_AG5577,pH7
0.065,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.435,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.609,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,42,P_putida_AG5577,pH7
0.888,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,40,P_putida_AG5577,pH7
0.8320000000000001,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.5850000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,59,P_putida_AG5577,pH7
0.442,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH7
0.734,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,47,P_putida_AG5577,pH9
0.5900000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,30,P_putida_AG5577,pH9
0.614,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,43,P_putida_AG5577,pH9
0.546,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,90,P_putida_AG5577,pH9
0.14800000000000002,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.6,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.498,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,69,P_putida_AG5577,pH9
0.427,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,37,P_putida_AG5577,pH9
0.501,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,66,P_putida_AG5577,pH9
0.609,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,62,P_putida_AG5577,pH9
0.542,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,8,P_putida_AG5577,pH9
0.00399999999999999,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.5850000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,63,P_putida_AG5577,pH9
0.501,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,25,P_putida_AG5577,pH9
0.432,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,96,P_putida_AG5577,pH9
0.52,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,94,P_putida_AG5577,pH9
0.656,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,52,P_putida_AG5577,pH9
0.56,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,32,P_putida_AG5577,pH9
0.599,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,74,P_putida_AG5577,pH9
0.645,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,44,P_putida_AG5577,pH9
0.173,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.002999999999999989,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.07500000000000001,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.178,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.64,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,35,P_putida_AG5577,pH9
0.5740000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,5,P_putida_AG5577,pH9
0.002999999999999989,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.522,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,65,P_putida_AG5577,pH9
0.006999999999999992,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.5630000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,11,P_putida_AG5577,pH9
0.467,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,17,P_putida_AG5577,pH9
0.514,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,46,P_putida_AG5577,pH9
0.531,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,83,P_putida_AG5577,pH9
0.468,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,57,P_putida_AG5577,pH9
0.5670000000000001,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,72,P_putida_AG5577,pH9
0.544,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,61,P_putida_AG5577,pH9
0.509,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,89,P_putida_AG5577,pH9
0.12299999999999998,0,True,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
0.46799999999999997,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,23,P_putida_AG5577,pH9
0.553,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,4,P_putida_AG5577,pH9
0.618,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,70,P_putida_AG5577,pH9
0.347,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,73,P_putida_AG5577,pH9
0.39899999999999997,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,14,P_putida_AG5577,pH9
0.419,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,6,P_putida_AG5577,pH9
0.39299999999999996,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9,P_putida_AG5577,pH9
0.368,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,29,P_putida_AG5577,pH9
0.408,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,51,P_putida_AG5577,pH9
0.537,0,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,87,P_putida_AG5577,pH9
0.21399999999999997,1,False,False,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,91,P_putida_AG5577,pH9
0.002999999999999989,0,False,True,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,9999,P_putida_AG5577,pH9
