O2,d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,pH,sodium_chloride,potassium_chloride,mme_trace_minerals,urea,ammonium_chloride,type,direction,frontier_type,growth_pred,var,is_redo,round,experiment_number,feature,bad,parent_plate,strain,environment,fitness,depth
1.0,4.0,3.6,1.8,12.0,2.5,7.0,12.5,12.5,0.7000000000000001,0.45,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,41,0.725,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.4134487350199736,59.050000000000004
1.0,4.0,4.0,2.0,9.6,2.25,7.0,0.0,0.0,0.9,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,10,0.722,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.4034620505992015,32.25
0.0,3.2,3.2,2.0,9.6,1.25,7.0,75.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,82,0.7130000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.3735019973368847,103.65
0.0,4.0,3.6,2.0,12.0,2.25,7.0,0.0,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,98,0.7080000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.3568575233022644,33.15
0.0,3.2,3.6,1.0,10.8,2.0,7.0,12.5,37.5,0.7000000000000001,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,12,0.671,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.2336884154460726,79.7
1.0,3.2,2.8000000000000003,1.8,8.4,1.75,7.0,50.0,50.0,0.9,0.35,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,18,0.665,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.213715046604528,128.0
1.0,3.2,2.8000000000000003,1.8,8.4,1.5,7.0,50.0,50.0,0.9,0.35,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,79,0.663,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.2070572569906797,127.75
1.0,3.2,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.1990259118742861,2.141709327697754,False,2,52,0.656,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.1837549933422107,36.2
1.0,4.0,3.6,2.0,10.8,2.5,9.0,37.5,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,FRONTIER,0.9737891722676602,2.141709327697754,False,2,44,0.645,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.1471371504660457,72.70000000000002
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,35,0.64,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.1304926764314254,36.6
1.0,4.0,4.0,1.8,12.0,2.25,7.0,12.5,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0039222787842314,2.141709327697754,False,2,64,0.628,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.090545938748336,59.449999999999996
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,25.0,0.8,0.45,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,70,0.618,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.057256990679095,61.75
1.0,4.0,2.8000000000000003,1.8,12.0,2.0,9.0,25.0,25.0,0.9,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,43,0.614,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.0439414114513985,84.9
1.0,4.0,2.8000000000000003,1.6,12.0,2.0,9.0,25.0,25.0,0.9,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0337532161527125,2.141709327697754,False,2,62,0.609,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,2.0272969374167777,84.70000000000002
0.0,3.2,3.6,1.2000000000000002,7.199999999999999,1.75,7.0,12.5,25.0,0.9,0.5,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,42,0.609,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,2.0272969374167777,63.550000000000004
0.0,3.2,3.6,1.8,10.8,2.25,7.0,25.0,25.0,0.9,0.4,0.6000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,15,0.6,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.997336884154461,80.55000000000001
1.0,1.6,2.8000000000000003,1.8,10.8,2.25,9.0,25.0,0.0,0.6000000000000001,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,74,0.599,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.9940079893475369,56.25
0.0,3.2,3.6,1.0,7.199999999999999,1.75,7.0,12.5,25.0,0.9,0.5,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.1449363652652566,2.141709327697754,False,2,56,0.5920000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.9707057256990685,63.35
0.0,2.8000000000000003,3.6,0.8,12.0,1.75,7.0,12.5,50.0,0.8,0.35,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,7,0.5900000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.9640479360852203,92.6
0.0,2.8000000000000003,3.2,2.0,10.8,2.25,9.0,12.5,0.0,1.0,0.35,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,30,0.5900000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.9640479360852203,44.8
0.0,2.4000000000000004,2.0,1.6,8.4,2.25,7.0,12.5,50.0,0.9,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0818337439297853,2.141709327697754,False,2,59,0.5850000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.9474034620505998,88.45000000000002
1.0,4.0,3.6,2.0,10.8,2.5,9.0,37.5,12.5,0.9,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0052188840666658,2.141709327697754,False,2,63,0.5850000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.9474034620505998,85.20000000000002
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,12.5,0.8,0.45,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,5,0.5740000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.9107856191744346,49.25
0.0,2.0,1.2000000000000002,1.2000000000000002,6.0,1.5,7.0,50.0,112.5,0.8,0.4,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,36,0.5680000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.8908122503328901,183.40000000000003
1.0,4.0,4.0,1.8,12.0,2.5,9.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,72,0.5670000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.887483355525966,61.8
1.0,1.6,3.2,1.8,10.8,2.25,9.0,25.0,0.0,0.6000000000000001,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,11,0.5630000000000001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8741677762982696,56.650000000000006
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,32,0.56,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8641810918774973,36.6
0.0,3.6,3.6,2.0,10.8,2.0,7.0,12.5,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,16,0.553,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.8408788282290285,56.4
0.0,3.6,3.6,2.0,10.8,2.5,9.0,0.0,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,4,0.553,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8408788282290285,33.8
1.0,4.0,4.0,1.8,12.0,2.25,7.0,0.0,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,3,0.551,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.8342210386151803,46.949999999999996
1.0,4.0,3.6,2.0,10.8,2.5,9.0,12.5,0.0,0.8,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,90,0.546,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8175765645805597,47.699999999999996
0.0,4.0,4.0,1.8,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0362369417115484,2.141709327697754,False,2,61,0.544,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8109187749667115,35.8
1.0,4.0,4.0,2.0,12.0,2.5,9.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,8,0.542,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.8042609853528633,62.0
0.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,87,0.537,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.7876165113182427,36.0
0.0,3.6,4.0,2.0,9.6,2.25,7.0,0.0,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,0.4783756362021323,2.141709327697754,False,2,48,0.534,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.7776298268974704,43.35
1.0,3.6,4.0,2.0,12.0,2.25,9.0,0.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,83,0.531,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.767643142476698,36.25
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,0.0,0.0,False,2,65,0.522,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.7376830892143813,37.0
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,0.9,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,94,0.52,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.731025299600533,36.5
0.0,2.4000000000000004,2.0,1.6,8.4,2.25,9.0,12.5,50.0,0.9,0.4,1.0,ROLLOUT,DOWN,FRONTIER,0.6711608722825995,2.141709327697754,False,2,46,0.514,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.7110519307589884,90.45000000000002
0.0,2.8000000000000003,3.2,2.0,10.8,2.25,9.0,12.5,12.5,1.0,0.35,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,89,0.509,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.6944074567243679,57.3
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,0.0,0.0,False,2,66,0.501,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.667776298268975,37.0
1.0,4.0,4.0,2.0,12.0,2.25,9.0,0.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,25,0.501,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.667776298268975,36.65
0.0,3.6,3.6,2.0,10.8,2.5,9.0,0.0,0.0,0.8,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,69,0.498,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.6577896138482027,33.699999999999996
1.0,4.0,4.0,2.0,12.0,2.5,7.0,0.0,25.0,0.9,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,1,0.4959999999999999,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.651131824234354,59.9
0.0,3.2,3.6,1.8,10.8,2.25,7.0,25.0,25.0,0.9,0.4,0.5,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,76,0.472,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.571238348868176,80.45000000000002
0.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.1281848570373047,2.141709327697754,False,2,57,0.468,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.5579227696404798,48.1
0.0,3.2,3.2,2.0,9.6,1.25,9.0,75.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,23,0.4679999999999999,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.5579227696404794,105.65
1.0,4.0,4.0,1.8,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,17,0.467,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.5545938748335557,36.8
0.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,96,0.432,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.4380825565912119,35.5
1.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,37,0.427,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.4214380825565915,36.5
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,0.9,0.45,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,6,0.419,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.3948069241011987,36.85
1.0,4.0,4.0,2.0,12.0,2.5,9.0,12.5,0.0,0.9,0.45,1.0,ROLLOUT,DOWN,BEYOND,0.208418591440247,2.141709327697754,False,2,51,0.408,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.3581890812250335,49.35
1.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,14,0.3989999999999999,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.3282290279627162,49.1
0.0,3.6,3.6,1.8,12.0,2.0,9.0,0.0,12.5,0.9,0.5,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,9,0.3929999999999999,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.3082556591211716,46.699999999999996
0.0,3.6,3.6,2.0,9.6,2.0,9.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,29,0.368,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.2250332889480695,57.3
0.0,1.6,1.2000000000000002,1.2000000000000002,6.0,1.5,7.0,50.0,112.5,0.8,0.4,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,95,0.36,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH7,1.1984021304926766,183.00000000000003
0.0,3.6,3.6,1.8,12.0,2.0,9.0,12.5,12.5,0.9,0.5,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,73,0.347,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,1.1551264980026632,59.199999999999996
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,91,0.2139999999999999,1,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH9,0.7123834886817575,36.6
1.0,4.0,2.8000000000000003,1.4,8.4,2.0,5.0,25.0,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,24,0.195,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.6491344873501999,64.30000000000001
0.0,3.2,2.8000000000000003,1.8,10.8,1.75,5.0,62.5,50.0,0.6000000000000001,0.35,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,28,0.141,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.4693741677762983,139.7
0.0,3.2,3.2,1.8,10.8,2.0,5.0,25.0,37.5,0.8,0.4,0.6000000000000001,ROLLOUT,DOWN,BEYOND,0.1852253619175594,2.141709327697754,False,2,53,0.129,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.42942743009320916,90.3
0.0,2.0,3.2,1.4,10.8,2.5,5.0,12.5,37.5,0.9,0.35,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,38,0.119,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.3961384820239681,76.85000000000001
0.0,1.6,1.6,0.6000000000000001,6.0,0.25,5.0,125.0,125.0,0.0,0.4,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.0895181265192963,2.141709327697754,False,2,58,0.003,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.009986684420772305,266.15
0.0,3.2,3.2,1.8,9.6,2.25,5.0,12.5,12.5,0.8,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,20,0.002,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.006657789613848204,52.349999999999994
0.0,2.4000000000000004,3.6,1.6,9.6,1.75,5.0,0.0,0.0,0.9,0.35,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,22,0.0019999999999999,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.00665778961384787,26.2
1.0,2.8000000000000003,3.2,1.2000000000000002,8.4,2.5,5.0,62.5,25.0,0.9,0.3,0.4,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,93,0.001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.003328894806924102,113.2
0.0,2.4000000000000004,3.2,1.4,9.6,2.5,5.0,50.0,25.0,0.4,0.4,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,68,0.001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.003328894806924102,100.80000000000001
0.0,3.2,3.2,1.6,10.8,1.25,5.0,12.5,37.5,0.8,0.45,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,84,0.001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.003328894806924102,77.0
0.0,3.2,3.2,1.8,9.6,2.25,5.0,12.5,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,80,0.001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.003328894806924102,52.25
0.0,2.4000000000000004,3.6,1.6,9.6,1.75,5.0,0.0,0.0,0.9,0.3,1.0,ROLLOUT,DOWN,BEYOND,0.1570602534422396,2.141709327697754,False,2,55,0.001,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.003328894806924102,26.15
0.0,2.8000000000000003,2.0,1.4,9.6,1.5,5.0,75.0,62.5,0.3,0.3,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,0.7765421283865281,2.141709327697754,False,2,45,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,161.10000000000002
0.0,2.8000000000000003,2.0,1.4,9.6,1.5,5.0,75.0,62.5,0.3,0.3,0.6000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,78,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,161.00000000000003
0.0,2.0,4.0,1.8,12.0,2.25,5.0,50.0,50.0,0.6000000000000001,0.45,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,75,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,129.0
0.0,2.0,3.2,1.4,10.8,2.5,5.0,12.5,50.0,0.9,0.35,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2,97,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,89.35000000000001
0.0,4.0,2.4000000000000004,1.6,10.8,2.5,5.0,12.5,25.0,0.8,0.45,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2,21,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,65.95
1.0,4.0,2.8000000000000003,1.2000000000000002,8.4,2.0,5.0,25.0,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.1808460637835036,2.141709327697754,False,2,54,0.0,0,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,P_putida_AG5577,pH5,0.0,64.1
