parent_plate,parent_well_index,parent_well,solution_id,replicate,plate_control,plate_blank,strain,environment,plate_name
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,34,B10,plate_control,5,True,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,35,B11,expt81_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,36,B12,plate_blank,5,False,True,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,37,B13,expt31_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,38,B14,plate_blank,3,False,True,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,39,B15,expt19_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,40,B16,expt55_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,41,B17,expt68_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,42,B18,expt20_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,43,B19,plate_control,2,True,False,P_putida_AG5577,pH5,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,49,C1,plate_blank,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,50,C2,expt82_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,51,C3,expt16_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,52,C4,expt33_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,53,C5,expt15_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,54,C6,plate_blank,5,False,True,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,55,C7,expt77_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,56,C8,expt95_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,57,C9,expt64_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,58,C10,expt39_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,59,C11,expt79_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,60,C12,expt7_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,61,C13,expt56_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,62,C14,plate_control,3,True,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,63,C15,plate_control,4,True,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,64,C16,expt10_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,65,C17,expt18_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,66,C18,expt48_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,67,C19,plate_control,2,True,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,68,C20,expt40_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,69,C21,plate_blank,4,False,True,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,70,C22,expt100_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,71,C23,expt42_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,72,C24,expt88_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,73,D1,plate_control,1,True,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,74,D2,expt60_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,75,D3,expt12_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,76,D4,plate_control,5,True,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,77,D5,expt41_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,78,D6,plate_blank,1,False,True,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,79,D7,expt99_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,80,D8,plate_blank,3,False,True,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,81,D9,expt3_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,82,D10,expt59_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,83,D11,plate_blank,2,False,True,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,84,D12,expt92_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,85,D13,expt1_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,86,D14,expt76_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,87,D15,expt98_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,88,D16,expt36_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,97,E1,plate_blank,2,False,True,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,98,E2,expt32_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,99,E3,plate_control,5,True,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,100,E4,expt89_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,101,E5,expt37_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,102,E6,plate_control,2,True,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,103,E7,expt11_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,104,E8,expt9_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,105,E9,expt63_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,106,E10,expt90_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,107,E11,expt52_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,108,E12,expt46_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,109,E13,expt17_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,110,E14,expt69_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,111,E15,expt4_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,112,E16,plate_blank,5,False,True,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,113,E17,plate_control,3,True,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,114,E18,plate_blank,3,False,True,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,115,E19,expt25_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,116,E20,expt91_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,117,E21,expt73_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,118,E22,expt35_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,119,E23,expt29_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,120,E24,expt43_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,121,F1,expt23_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,122,F2,expt94_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,123,F3,expt74_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,124,F4,plate_blank,1,False,True,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,125,F5,expt57_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,126,F6,plate_control,4,True,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,127,F7,expt66_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,128,F8,plate_blank,4,False,True,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,129,F9,expt6_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,130,F10,expt51_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,131,F11,expt70_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,132,F12,expt72_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,133,F13,expt96_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,134,F14,expt47_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,135,F15,expt5_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,136,F16,expt30_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,137,F17,expt87_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,138,F18,expt65_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,139,F19,plate_blank,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed,140,F20,expt61_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$0c24a678e628f24ddee18f3082c6f46d3ed14fed
