parent_plate,parent_well_index,parent_well,solution_id,replicate,plate_control,plate_blank,strain,environment,plate_name
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,12,A12,expt68_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,13,A13,expt2_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,14,A14,expt31_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,15,A15,expt24_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,16,A16,expt71_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,17,A17,plate_blank,2,False,True,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,18,A18,plate_control,3,True,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,19,A19,plate_blank,1,False,True,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,20,A20,plate_control,2,True,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,21,A21,expt20_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,22,A22,expt28_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,23,A23,expt34_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,24,A24,expt84_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,25,B1,plate_blank,5,False,True,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,26,B2,plate_control,4,True,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,27,B3,expt85_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,28,B4,plate_blank,3,False,True,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,29,B5,expt53_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,30,B6,expt54_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,31,B7,expt50_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,32,B8,plate_blank,4,False,True,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,33,B9,plate_control,5,True,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,34,B10,expt75_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,35,B11,expt55_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,36,B12,expt78_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,37,B13,expt80_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,38,B14,expt45_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,39,B15,plate_control,1,True,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,40,B16,expt27_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,41,B17,expt26_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,42,B18,expt49_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,43,B19,expt38_pH::5,1,False,False,P_putida_AG5577,pH5,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,49,C1,expt48_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,50,C2,expt79_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,51,C3,expt88_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,52,C4,expt92_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,53,C5,expt15_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,54,C6,plate_control,5,True,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,55,C7,expt82_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,56,C8,expt98_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,57,C9,expt76_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,58,C10,expt3_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,59,C11,plate_blank,4,False,True,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,60,C12,plate_control,2,True,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,61,C13,plate_blank,3,False,True,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,62,C14,expt1_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,63,C15,expt7_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,64,C16,plate_blank,5,False,True,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,65,C17,expt18_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,66,C18,expt99_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,67,C19,plate_blank,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,68,C20,plate_blank,2,False,True,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,69,C21,expt16_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,70,C22,expt60_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,71,C23,expt36_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,72,C24,expt10_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,73,D1,expt77_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,74,D2,expt64_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,75,D3,plate_blank,1,False,True,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,76,D4,plate_control,4,True,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,77,D5,expt42_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,78,D6,expt40_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,79,D7,plate_control,3,True,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,80,D8,expt59_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,81,D9,plate_control,1,True,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,82,D10,expt41_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,83,D11,expt95_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,84,D12,expt39_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,85,D13,expt56_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,86,D14,expt100_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,87,D15,expt12_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,88,D16,expt33_pH::7,1,False,False,P_putida_AG5577,pH7,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,97,E1,expt47_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,98,E2,plate_blank,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,99,E3,expt32_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,100,E4,expt74_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,101,E5,expt44_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,102,E6,plate_control,5,True,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,103,E7,plate_blank,2,False,True,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,104,E8,plate_blank,3,False,True,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,105,E9,plate_control,1,True,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,106,E10,expt30_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,107,E11,expt43_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,108,E12,expt90_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,109,E13,plate_control,2,True,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,110,E14,plate_control,4,True,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,111,E15,expt69_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,112,E16,expt37_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,113,E17,expt66_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,114,E18,expt62_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,115,E19,expt8_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,116,E20,expt63_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,117,E21,expt25_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,118,E22,expt96_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,119,E23,expt94_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,120,E24,expt52_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,121,F1,expt35_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,122,F2,expt61_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,123,F3,expt73_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,124,F4,expt14_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,125,F5,expt6_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,126,F6,expt9_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,127,F7,expt29_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,128,F8,expt51_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,129,F9,expt87_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,130,F10,expt5_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,131,F11,plate_blank,4,False,True,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,132,F12,expt65_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,133,F13,plate_blank,5,False,True,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,134,F14,expt11_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,135,F15,expt17_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,136,F16,expt46_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,137,F17,expt83_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,138,F18,expt57_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,139,F19,expt72_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,140,F20,expt89_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,141,F21,plate_control,3,True,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,142,F22,expt23_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,143,F23,expt4_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,144,F24,expt70_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,145,G1,expt91_pH::9,1,False,False,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b,146,G2,plate_blank,1,False,True,P_putida_AG5577,pH9,Plate_Round2_1$8076923df5f412c42b1a91317bcbe62c3121064b
